work_id,mp_id,mp_name,state,constituency,district,allocated_limit,work_category,work_description,implementing_agency,sanction_date,cost_sanctioned,expenditure,completion_date,status,synthetic_ground_truth_fraud,synthetic_issue_tags,record_source,utilization_ratio,completion_lag_days,cost_ratio_to_category_median,lag_ratio_to_category_median,agency_concentration,sanction_month,is_year_end_rush,is_round_number,same_day_batch_key,is_near_threshold,is_possible_split,is_duplicate_suspect,duplicate_match_id,is_vague_description,rule_reason_codes,rule_flag_count,_iso_pred,anomaly_decision_score,is_statistical_anomaly,anomaly_score_normalized,all_reason_codes,risk_score,risk_band,is_flagged,sanction_ym
W000011,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,Drinking Water Facility,Drinking Water Facility in Hingoli District ward 18,Contractor Firm 15,2024-09-13,660762.61,533676.36,2025-02-19,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8076673103522005,159,1.296549896042033,0.8688524590163934,0.1,9,False,False,LS001_Contractor Firm 15_2024-09-13,False,False,True,W000014,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.08393812983008048,False,0.07704110015491339,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.4,Medium,False,2024-09
W000012,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,Sports Facility Development,Sports Facility Development in Hingoli District ward 20,Contractor Firm 4,2024-01-10,1075203.28,1066773.51,2024-06-17,Completed,0,,SYNTHETIC_DEMO_DATA,0.992159836045143,159,1.3409581805408108,0.8548387096774194,0.1,1,True,False,LS001_Contractor Firm 4_2024-01-10,False,False,False,,False,"['YEAR_END_RUSH', 'SHELL_AGENCY_PATTERN']",2,1,0.05222644760456335,False,0.1463509012795562,"['YEAR_END_RUSH', 'SHELL_AGENCY_PATTERN']",20.7,Medium,False,2024-01
W000013,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,Library / Reading Room,Library / Reading Room in Hingoli District ward 12,Contractor Firm 5,2023-07-14,644430.14,630197.96,2024-01-20,Completed,0,,SYNTHETIC_DEMO_DATA,0.9779150925498301,190,1.0779838863666757,1.0497237569060773,0.1,7,False,False,LS001_Contractor Firm 5_2023-07-14,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.09429939865365478,False,0.0543952664695897,['SHELL_AGENCY_PATTERN'],14.3,Low,False,2023-07
W000014,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,Drinking Water Facility,Drinking Water Facility in Hingoli District ward 18,Panchayati Raj Agency 8,2021-01-15,353277.84,321290.94,2021-04-18,In Progress,0,,SYNTHETIC_DEMO_DATA,0.9094568173310842,93,0.6932025810690984,0.5081967213114754,0.1,1,True,False,LS001_Panchayati Raj Agency 8_2021-01-15,False,False,True,W000011,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.020445442129161273,False,0.21581221693530062,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",27.1,Medium,False,2021-01
W000015,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,Drinking Water Facility,Drinking Water Facility in Hingoli District ward 2,Contractor Firm 18,2023-11-19,522592.87,445611.95,2024-02-29,In Progress,0,,SYNTHETIC_DEMO_DATA,0.852694278052435,102,1.0254329179897266,0.5573770491803278,0.05,11,False,False,LS001_Contractor Firm 18_2023-11-19,False,False,True,W000008,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.06350225385262726,False,0.1217062330145453,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.6,Medium,False,2023-11
W000016,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,School Building Repair,School Building Repair in Hingoli District ward 19,Contractor Firm 9,2023-08-27,701477.68,620097.59,2024-01-28,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8839876273753998,154,0.8126267988657339,0.8415300546448088,0.05,8,False,False,LS001_Contractor Firm 9_2023-08-27,False,False,True,W000019,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.1078324663163246,False,0.024817074381399906,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.1,Medium,False,2023-08
W000017,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Hingoli District ward 14,Contractor Firm 4,2021-04-21,739878.62,653124.47,2021-09-02,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8827454292435156,134,0.7473774692061534,0.7403314917127072,0.1,4,False,False,LS001_Contractor Firm 4_2021-04-21,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.09414344600267788,False,0.05473612026432695,['SHELL_AGENCY_PATTERN'],14.3,Low,False,2021-04
W000018,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,Crematorium/Cemetery Development,Crematorium/Cemetery Development in Hingoli District ward 11,Contractor Firm 16,2022-05-25,502182.78,486900.33,2022-12-05,Completed,0,,SYNTHETIC_DEMO_DATA,0.9695679529274182,194,0.987785928788224,1.0601092896174864,0.05,5,False,False,LS001_Contractor Firm 16_2022-05-25,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.09376853331322965,False,0.05555553828699655,['SHELL_AGENCY_PATTERN'],14.3,Low,False,2022-05
W000019,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,School Building Repair,School Building Repair in Hingoli District ward 9,Contractor Firm 5,2021-06-04,621275.75,518738.8,2021-10-21,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8349574242999184,139,0.7197168752901845,0.7595628415300546,0.1,6,False,False,LS001_Contractor Firm 5_2021-06-04,False,False,True,W000016,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.09215804038828457,False,0.0590754696342769,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.3,Medium,False,2021-06
W000020,LS001,Aashtikar Patil Nagesh Bapurao,Maharashtra,Hingoli,Hingoli District,190289442.0,Sports Facility Development,Sports Facility Development in Hingoli District ward 18,Contractor Firm 17,2021-07-11,889776.98,696914.91,2021-11-04,In Progress,0,,SYNTHETIC_DEMO_DATA,0.7832467299839563,116,1.109700595582165,0.6236559139784946,0.05,7,False,False,LS001_Contractor Firm 17_2021-07-11,True,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.05220065460317336,False,0.14640727507215534,['SHELL_AGENCY_PATTERN'],14.7,Low,False,2021-07
W000021,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Baramullah District ward 2,NGO Partner Agency 6,2023-03-11,965035.39,833186.55,2023-11-11,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8633740882808454,245,0.9748162576620653,1.3535911602209945,0.11764705882352941,3,True,False,LS002_NGO Partner Agency 6_2023-03-11,True,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.08235589739091392,False,0.08049926471747793,['SHELL_AGENCY_PATTERN'],14.4,Low,False,2023-03
W000022,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Drainage System,Drainage System in Baramullah District ward 18,Contractor Firm 12,2021-11-14,818766.51,768043.77,2022-05-02,Completed,0,,SYNTHETIC_DEMO_DATA,0.9380498110505278,169,1.2174283030782664,0.9441340782122905,0.17647058823529413,11,False,False,LS002_Contractor Firm 12_2021-11-14,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.06598311803290918,False,0.11628399770927877,['SHELL_AGENCY_PATTERN'],14.6,Low,False,2021-11
W000023,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,School Building Repair,School Building Repair in Baramullah District ward 18,PWD Agency 2,2021-04-28,721144.01,681159.9,2021-10-28,Completed,0,,SYNTHETIC_DEMO_DATA,0.9445546112211346,183,0.8354092583066915,1.0,0.11764705882352941,4,False,False,LS002_PWD Agency 2_2021-04-28,False,False,True,W000027,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.09945963600645735,False,0.043116929920451685,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.2,Medium,False,2021-04
W000024,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Community Hall Construction,Community Hall Construction in Baramullah District ward 6,PWD Agency 2,2021-06-14,1311263.11,1299948.69,2021-10-07,Completed,0,,SYNTHETIC_DEMO_DATA,0.9913713579572904,115,1.1393384923918106,0.6353591160220995,0.11764705882352941,6,False,False,LS002_PWD Agency 2_2021-06-14,False,False,True,W000034,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.034381292195877766,False,0.1853536941184396,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.9,Medium,False,2021-06
W000025,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Road Construction/Repair,Road Construction/Repair in Baramullah District ward 13,Municipal Corp. Agency 4,2024-03-12,1235779.59,1219901.25,2024-08-14,Completed,0,,SYNTHETIC_DEMO_DATA,0.987151155328597,155,0.6262378905113563,0.8659217877094972,0.11764705882352941,3,True,False,LS002_Municipal Corp. Agency 4_2024-03-12,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.05540293191762574,False,0.13940830219420253,['SHELL_AGENCY_PATTERN'],14.7,Low,False,2024-03
W000026,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,School Building Repair,School Building Repair in Baramullah District ward 19,Contractor Firm 9,2022-06-19,814425.72,728920.96,2022-12-20,In Progress,0,,SYNTHETIC_DEMO_DATA,0.895012205655784,184,0.9434714526590787,1.005464480874317,0.11764705882352941,6,False,False,LS002_Contractor Firm 9_2022-06-19,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.11104654025649974,False,0.017792318519845973,['SHELL_AGENCY_PATTERN'],14.1,Low,False,2022-06
W000027,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,School Building Repair,School Building Repair in Baramullah District ward 5,Contractor Firm 12,2023-07-26,914310.28,843003.38,2023-12-01,Completed,0,,SYNTHETIC_DEMO_DATA,0.9220101736141477,128,1.0591827184101321,0.6994535519125683,0.17647058823529413,7,False,False,LS002_Contractor Firm 12_2023-07-26,True,False,True,W000023,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.05131382570219312,False,0.14834554924888965,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.7,Medium,False,2023-07
W000028,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Solar Street Lighting,Solar Street Lighting in Baramullah District ward 20,Contractor Firm 9,2021-05-31,422331.09,421968.4,2021-12-13,Completed,0,,SYNTHETIC_DEMO_DATA,0.9991412188006334,196,1.184719106960913,1.0769230769230769,0.11764705882352941,5,False,False,LS002_Contractor Firm 9_2021-05-31,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.06153654148804499,False,0.12600254035291214,['SHELL_AGENCY_PATTERN'],14.6,Low,False,2021-05
W000029,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Baramullah District ward 3,Panchayati Raj Agency 8,2021-11-20,413556.18,356194.26,2022-04-21,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8612959429115532,152,0.8583813914910986,0.8444444444444444,0.058823529411764705,11,False,False,LS002_Panchayati Raj Agency 8_2021-11-20,False,False,True,W000033,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.11195856644010077,False,0.015798972567514502,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.1,Medium,False,2021-11
W000030,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Sports Facility Development,Sports Facility Development in Baramullah District ward 17,District Rural Dev. Agency 1,2024-02-10,1027056.26,952009.16,2024-07-25,Completed,0,,SYNTHETIC_DEMO_DATA,0.9269299035283618,166,1.2809108001629699,0.8924731182795699,0.058823529411764705,2,True,False,LS002_District Rural Dev. Agency 1_2024-02-10,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.09486268994371455,False,0.05316412373135071,['SHELL_AGENCY_PATTERN'],14.3,Low,False,2024-02
W000031,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Drainage System,Drainage System in Baramullah District ward 9,Municipal Corp. Agency 4,2024-02-08,944456.86,921541.31,2024-07-09,Completed,0,,SYNTHETIC_DEMO_DATA,0.975736795431821,152,1.404317956776747,0.8491620111731844,0.11764705882352941,2,True,False,LS002_Municipal Corp. Agency 4_2024-02-08,True,False,False,,False,"['YEAR_END_RUSH', 'SHELL_AGENCY_PATTERN']",2,1,0.051867263882377446,False,0.14713594170014554,"['YEAR_END_RUSH', 'SHELL_AGENCY_PATTERN']",20.7,Medium,False,2024-02
W000032,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Road Construction/Repair,Road Construction/Repair in Baramullah District ward 7,Contractor Firm 12,2022-06-25,1625371.17,1494581.37,2023-03-15,In Progress,0,,SYNTHETIC_DEMO_DATA,0.9195323490326214,263,0.8236654991192845,1.4692737430167597,0.17647058823529413,6,False,False,LS002_Contractor Firm 12_2022-06-25,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.017330648317596897,False,0.22261998380457382,['SHELL_AGENCY_PATTERN'],15.1,Low,False,2022-06
W000033,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Baramullah District ward 3,Contractor Firm 11,2022-07-21,510108.56,445420.0,2023-01-16,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8731866801058975,179,1.0587864883177918,0.9944444444444445,0.058823529411764705,7,False,False,LS002_Contractor Firm 11_2022-07-21,False,False,True,W000029,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.11459171595514372,False,0.010043898840387477,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.1,Medium,False,2022-07
W000034,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Community Hall Construction,Community Hall Construction in Baramullah District ward 9,NGO Partner Agency 6,2024-02-04,828889.43,781701.41,2024-06-15,Completed,0,,SYNTHETIC_DEMO_DATA,0.9430707905154491,132,0.7202106322778402,0.7292817679558011,0.11764705882352941,2,True,False,LS002_NGO Partner Agency 6_2024-02-04,False,False,True,W000024,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.0756502674211092,False,0.09515524784437224,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.5,Medium,False,2024-02
W000035,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Library / Reading Room,Library / Reading Room in Baramullah District ward 5,Contractor Firm 8,2023-01-27,487160.03,383846.15,2023-09-01,In Progress,0,,SYNTHETIC_DEMO_DATA,0.7879261974756016,217,0.8149070470569648,1.1988950276243093,0.058823529411764705,1,True,False,LS002_Contractor Firm 8_2023-01-27,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.08613074028746348,False,0.07224887898971943,['SHELL_AGENCY_PATTERN'],14.4,Low,False,2023-01
W000036,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Public Toilet Complex,Public Toilet Complex in Baramullah District ward 12,Contractor Firm 16,2021-03-23,370040.38,367776.91,2021-07-26,Completed,0,,SYNTHETIC_DEMO_DATA,0.9938831810733736,125,0.9097009970722256,0.6756756756756757,0.058823529411764705,3,True,False,LS002_Contractor Firm 16_2021-03-23,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.04684061666561834,False,0.15812230049498022,['SHELL_AGENCY_PATTERN'],14.8,Low,False,2021-03
W000037,LS002,Abdul Rashid Sheikh,Jammu And Kashmir,Baramullah,Baramullah District,154773472.11,Solar Street Lighting,Solar Street Lighting in Baramullah District ward 18,Contractor Firm 18,2024-06-25,237949.11,206873.67,2024-12-31,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8694029996582043,189,0.6674925521143709,1.0384615384615385,0.058823529411764705,6,False,False,LS002_Contractor Firm 18_2024-06-25,False,False,False,,False,['SHELL_AGENCY_PATTERN'],1,1,0.09923569819005257,False,0.0436063736973199,['SHELL_AGENCY_PATTERN'],14.2,Low,False,2024-06
W000038,LS003,Abhay Kumar Sinha,Bihar,Aurangabad_Br,Aurangabad_Br District,147000000.0,Road Construction/Repair,Road Construction/Repair in Aurangabad_Br District ward 1,NGO Partner Agency 6,2022-11-12,3222675.54,3035902.75,2023-02-11,Completed,0,,SYNTHETIC_DEMO_DATA,0.9420441841936095,91,1.633107997820344,0.5083798882681564,0.14285714285714285,11,False,False,LS003_NGO Partner Agency 6_2022-11-12,False,False,True,W000043,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,-1,-0.039172377125224755,True,0.3461143297851028,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN', 'STATISTICAL_ANOMALY']",49.7,High,True,2022-11
W000039,LS003,Abhay Kumar Sinha,Bihar,Aurangabad_Br,Aurangabad_Br District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Aurangabad_Br District ward 9,NGO Partner Agency 6,2021-08-10,1334400.46,1271980.4,2021-12-08,Completed,0,,SYNTHETIC_DEMO_DATA,0.9532223932236953,120,1.3479249322035105,0.6629834254143646,0.14285714285714285,8,False,False,LS003_NGO Partner Agency 6_2021-08-10,False,False,True,W000045,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.03543097420359481,False,0.1830594843479959,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.9,Medium,False,2021-08
W000040,LS003,Abhay Kumar Sinha,Bihar,Aurangabad_Br,Aurangabad_Br District,147000000.0,Health Sub-Centre Upgrade,Health Sub-Centre Upgrade in Aurangabad_Br District ward 15,Contractor Firm 2,2022-04-12,1211283.74,1026129.32,2022-10-17,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8471419916856144,188,1.2235603943951838,1.0386740331491713,0.14285714285714285,4,False,False,LS003_Contractor Firm 2_2022-04-12,False,False,True,W000039,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.08896283631065133,False,0.06605898307889657,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.3,Medium,False,2022-04
W000041,LS003,Abhay Kumar Sinha,Bihar,Aurangabad_Br,Aurangabad_Br District,147000000.0,School Building Repair,School Building Repair in Aurangabad_Br District ward 3,Contractor Firm 15,2024-08-06,495273.77,416727.07,2025-03-07,In Progress,0,,SYNTHETIC_DEMO_DATA,0.8414075108399138,213,0.5737498850672821,1.1639344262295082,0.07142857142857142,8,False,False,LS003_Contractor Firm 15_2024-08-06,False,False,True,W000049,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.06806014915025638,False,0.11174438947754672,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.6,Medium,False,2024-08
W000042,LS003,Abhay Kumar Sinha,Bihar,Aurangabad_Br,Aurangabad_Br District,147000000.0,Anganwadi Centre Upgrade,Anganwadi Centre Upgrade in Aurangabad_Br District ward 1,Municipal Corp. Agency 4,2022-06-19,443710.84,431707.77,2022-12-23,Completed,0,,SYNTHETIC_DEMO_DATA,0.972948440926077,187,0.920970708886237,1.038888888888889,0.07142857142857142,6,False,False,LS003_Municipal Corp. Agency 4_2022-06-19,False,False,True,W000050,False,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",2,1,0.09413753157931659,False,0.0547490469676164,"['DUPLICATE_DESCRIPTION', 'SHELL_AGENCY_PATTERN']",26.3,Medium,False,2022-06
