mp_id,sr_no,house,state,mp_name,membership_type,tenure,constituency,allocated_limit,source
LS057,57,Lok Sabha,West Bengal,Asit Kumar Mal (2024-2029),Elected MP,,Bolpur(Sc),275694456.74,REAL_GOVT_PDF
LS058,58,Lok Sabha,Uttar Pradesh,ATUL GARG (2024-2029),Elected MP,,Ghaziabad,155336470.0,REAL_GOVT_PDF
LS059,59,Lok Sabha,Odisha,AVIMANYU SETHI (2024-2029),Elected MP,,Bhadrak(Sc),147000000.0,REAL_GOVT_PDF
LS060,60,Lok Sabha,Uttar Pradesh,AWADHESH PRASAD (2024-2029),Elected MP,,Faizabad,147000000.0,REAL_GOVT_PDF
LS061,61,Lok Sabha,West Bengal,AZAD KIRTI JHA (2024-2029),Elected MP,,Bardhaman-Durgapur,179658399.98,REAL_GOVT_PDF
LS062,62,Lok Sabha,Andhra Pradesh,B K PARTHASARATHI (2024-2029),Elected MP,,Hindupur,160491894.11,REAL_GOVT_PDF
LS063,63,Lok Sabha,Uttar Pradesh,BABU SINGH KUSHWAHA (2024-2029),Elected MP,,Jaunpur,147000000.0,REAL_GOVT_PDF
LS064,64,Lok Sabha,Maharashtra,BACHHAV SHOBHA DINESH (2024-2029),Elected MP,,Dhule,147000000.0,REAL_GOVT_PDF
LS065,65,Lok Sabha,West Bengal,BAG MITALI (2024-2029),Elected MP,,Arambag(Sc),147000000.0,REAL_GOVT_PDF
LS066,66,Lok Sabha,Odisha,BAIJAYANT PANDA (2024-2029),Elected MP,,Kendrapara,147000000.0,REAL_GOVT_PDF
LS067,67,Lok Sabha,Maharashtra,BAJRANG MANOHAR SONWANE (2024-2029),Elected MP,,Beed,165899107.19,REAL_GOVT_PDF
LS068,68,Lok Sabha,Odisha,BALABHADRA MAJHI (2024-2029),Elected MP,,Nabarangpur(St),147413962.11,REAL_GOVT_PDF
LS069,69,Lok Sabha,Andhra Pradesh,Balashowry Vallabbhaneni (2024-2029),Elected MP,,Machilipatnam,147000000.0,REAL_GOVT_PDF
LS070,70,Lok Sabha,Telangana,BALRAM NAIK PORIKA (2024-2029),Elected MP,,Mahabubabad,147000000.0,REAL_GOVT_PDF
LS071,71,Lok Sabha,Maharashtra,BALWANT BASWANT WANKHADE (2024-2029),Elected MP,,Amravati(Sc),198293678.0,REAL_GOVT_PDF
LS072,72,Lok Sabha,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE (2024-2029),Elected MP,,Bhiwandi,147000000.0,REAL_GOVT_PDF
LS073,73,Lok Sabha,Delhi,Bansuri Swaraj (2024-2029),Elected MP,,New Delhi,154306950.0,REAL_GOVT_PDF
LS074,74,Lok Sabha,West Bengal,BAPI HALDAR (2024-2029),Elected MP,,Mathurapur(Sc),147000000.0,REAL_GOVT_PDF
LS075,75,Lok Sabha,Karnataka,BASAVARAJ BOMMAI (2024-2029),Elected MP,,Haveri,147000000.0,REAL_GOVT_PDF
LS076,76,Lok Sabha,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA (2024-2029),Elected MP,,Kurnool,159998515.11,REAL_GOVT_PDF
LS077,77,Lok Sabha,Rajasthan,Bhagirath Chaudhary (2024-2029),Elected MP,,Ajmer,147000000.0,REAL_GOVT_PDF
LS078,78,Lok Sabha,Rajasthan,BHAJAN LAL JATAV (2024-2029),Elected MP,,Karauli-Dholpur(Sc),147000000.0,REAL_GOVT_PDF
LS079,79,Lok Sabha,Madhya Pradesh,BHARAT SINGH KUSHWAH (2024-2029),Elected MP,,Gwalior,151455276.04,REAL_GOVT_PDF
LS080,80,Lok Sabha,Gujarat,BHARATBHAI MANUBHAI SUTARIYA (2024-2029),Elected MP,,Amreli,147000000.0,REAL_GOVT_PDF
LS081,81,Lok Sabha,Gujarat,Bharatsinhji Shankarji Dabhi (2024-2029),Elected MP,,Patan,147000000.0,REAL_GOVT_PDF
LS082,82,Lok Sabha,Madhya Pradesh,BHARTI PARDHI (2024-2029),Elected MP,,Balaghat,154398389.01,REAL_GOVT_PDF
LS083,83,Lok Sabha,Maharashtra,BHASKAR MURLIDHAR BHAGARE (2024-2029),Elected MP,,Dindori(St),147000000.0,REAL_GOVT_PDF
LS084,84,Lok Sabha,Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE (2024-2029),Elected MP,,Shirdi(Sc),147000000.0,REAL_GOVT_PDF
LS085,85,Lok Sabha,Chhattisgarh,BHOJRAJ NAG (2024-2029),Elected MP,,Kanker(St),164672734.11,REAL_GOVT_PDF
LS086,86,Lok Sabha,Uttar Pradesh,Bhola Singh (2024-2029),Elected MP,,Bulandshahr(Sc),147000000.0,REAL_GOVT_PDF
LS087,87,Lok Sabha,Maharashtra,BHUMARE SANDIPANRAO ASARAM (2024-2029),Elected MP,,Aurangabad_Mh,147000000.0,REAL_GOVT_PDF
LS088,88,Lok Sabha,Andhra Pradesh,Bhupathiraju Srinivasa varma (2024-2029),Elected MP,,Narasapuram,147000000.0,REAL_GOVT_PDF
LS089,89,Lok Sabha,Rajasthan,BHUPENDER YADAV (2024-2029),Elected MP,,Alwar,147000000.0,REAL_GOVT_PDF
LS090,90,Lok Sabha,Odisha,BIBHU PRASAD TARAI (2024-2029),Elected MP,,Jagatsinghpur(Sc),147000000.0,REAL_GOVT_PDF
LS091,91,Lok Sabha,Jharkhand,Bidyut Baran Mahato (2024-2029),Elected MP,,Jamshedpur,147000000.0,REAL_GOVT_PDF
LS092,92,Lok Sabha,Assam,BIJULI KALITA MEDHI (2024-2029),Elected MP,,Guwahati,147000000.0,REAL_GOVT_PDF
LS093,93,Lok Sabha,Tripura,BIPLAB KUMAR DEB (2024-2029),Elected MP,,Tripura West,147000000.0,REAL_GOVT_PDF
LS094,94,Lok Sabha,Andaman And Nicobar Islands,BISHNU PADA RAY (2024-2029),Elected MP,,Andaman And Nicobar Islands,147000000.0,REAL_GOVT_PDF
LS095,95,Lok Sabha,Rajasthan,BRIJENDRA SINGH OLA (2024-2029),Elected MP,,Jhunjhunu,147000000.0,REAL_GOVT_PDF
LS096,96,Lok Sabha,Chhattisgarh,BRIJMOHAN AGRAWAL (2024-2029),Elected MP,,Raipur,153766451.11,REAL_GOVT_PDF
LS097,97,Lok Sabha,Madhya Pradesh,BUNTY VIVEK SAHU (2024-2029),Elected MP,,Chhindwara,147000000.0,REAL_GOVT_PDF
LS098,98,Lok Sabha,Gujarat,C R Patil (2024-2029),Elected MP,,Navsari,158532494.36,REAL_GOVT_PDF
LS099,99,Lok Sabha,Andhra Pradesh,C.M.RAMESH (2024-2029),Elected MP,,Anakapalle,202531656.11,REAL_GOVT_PDF
LS100,100,Lok Sabha,Karnataka,CAPTAIN BRIJESH CHOWTA (2024-2029),Elected MP,,Dakshina Kannada,147000000.0,REAL_GOVT_PDF
LS101,101,Lok Sabha,Goa,CAPTAIN VIRIATO FERNANDES (2024-2029),Elected MP,,South Goa,147000000.0,REAL_GOVT_PDF
LS102,102,Lok Sabha,Telangana,CHAMALA KIRAN KUMAR REDDY (2024-2029),Elected MP,,Bhongir,147000000.0,REAL_GOVT_PDF
LS103,103,Lok Sabha,Uttar Pradesh,CHANDAN CHAUHAN (2024-2029),Elected MP,,Bijnor,147000000.0,REAL_GOVT_PDF
LS104,104,Lok Sabha,Rajasthan,Chandra Prakash Joshi (2024-2029),Elected MP,,Chittorgarh,147000000.0,REAL_GOVT_PDF
LS105,105,Lok Sabha,Uttar Pradesh,CHANDRA SHEKHAR (2024-2029),Elected MP,,Nagina(Sc),147000000.0,REAL_GOVT_PDF
LS106,106,Lok Sabha,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA (2024-2029),Elected MP,,Surendranagar,147000000.0,REAL_GOVT_PDF
LS107,107,Lok Sabha,Punjab,CHARANJIT SINGH CHANNI (2024-2029),Elected MP,,Jalandhar(Sc),147000000.0,REAL_GOVT_PDF
LS108,108,Lok Sabha,Maharashtra,CHAVAN VASANTRAO BALWANTRAO (2024-2024),Elected MP,,,,REAL_GOVT_PDF
LS109,109,Lok Sabha,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR (2024-2029),Elected MP,,Bareilly,147000000.0,REAL_GOVT_PDF
LS110,110,Lok Sabha,Maharashtra,CHHATRAPATI SHAHU SHAHAJI (2024-2029),Elected MP,,Kolhapur,147000000.0,REAL_GOVT_PDF
LS111,111,Lok Sabha,Uttar Pradesh,CHHOTELAL (2024-2029),Elected MP,,Robertsganj(Sc),147000000.0,REAL_GOVT_PDF
LS112,112,Lok Sabha,Chhattisgarh,CHINTAMANI MAHARAJ (2024-2029),Elected MP,,Sarguja(St),147000000.0,REAL_GOVT_PDF
LS113,113,Lok Sabha,Bihar,CHIRAG PASWAN (2024-2029),Elected MP,,Hajipur(Sc),147000000.0,REAL_GOVT_PDF
LS114,114,Lok Sabha,Tamil Nadu,CN Annadurai (2024-2029),Elected MP,,Tiruvannamalai,148579509.11,REAL_GOVT_PDF
LS115,115,Lok Sabha,Tamil Nadu,D M Kathir Anand (2024-2029),Elected MP,,Vellore,160196941.11,REAL_GOVT_PDF
LS116,116,Lok Sabha,Tamil Nadu,D Ravikumar (2024-2029),Elected MP,,Viluppuram(Sc),197598306.11,REAL_GOVT_PDF
LS117,117,Lok Sabha,Andhra Pradesh,Daggubati Purandeshwari (2024-2029),Elected MP,,Rajahmundry,147000000.0,REAL_GOVT_PDF
LS118,118,Lok Sabha,Andhra Pradesh,DAGGUMALLA PRASADA RAO (2024-2029),Elected MP,,Chittoor,147000000.0,REAL_GOVT_PDF
LS119,119,Lok Sabha,Rajasthan,DAMODAR AGARWAL (2024-2029),Elected MP,,Bhilwara,147000000.0,REAL_GOVT_PDF
LS120,120,Lok Sabha,Uttar Pradesh,DAROGA PRASAD SAROJ (2024-2029),Elected MP,,Lalganj (Sc),147000000.0,REAL_GOVT_PDF
LS121,121,Lok Sabha,Madhya Pradesh,DARSHAN SINGH CHOUDHARY (2024-2029),Elected MP,,Hoshangabad,147000000.0,REAL_GOVT_PDF
LS122,122,Lok Sabha,Haryana,DEEPENDER SINGH HOODA (2024-2029),Elected MP,,Rohtak,147000000.0,REAL_GOVT_PDF
LS123,123,Lok Sabha,Uttar Pradesh,Devendra Alias Bhole Singh (2024-2029),Elected MP,,Akbarpur,147000000.0,REAL_GOVT_PDF
LS124,124,Lok Sabha,Bihar,DEVESH CHANDRA THAKUR (2024-2029),Elected MP,,Sitamarhi,163809205.11,REAL_GOVT_PDF
LS125,125,Lok Sabha,Uttar Pradesh,DEVESH SHAKYA (2024-2029),Elected MP,,Etah,147000000.0,REAL_GOVT_PDF
LS126,126,Lok Sabha,Gujarat,Devusinh Jesingbhai Chauhan (2024-2029),Elected MP,,Kheda,147000000.0,REAL_GOVT_PDF
LS127,127,Lok Sabha,Maharashtra,Dhairyasheel Sambhajirao Mane (2024-2029),Elected MP,,Hatkanangle,147000000.0,REAL_GOVT_PDF
LS128,128,Lok Sabha,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU (2024-2029),Elected MP,,Chandrapur,147000000.0,REAL_GOVT_PDF
LS129,129,Lok Sabha,Odisha,DHARMENDRA PRADHAN (2024-2029),Elected MP,,Sambalpur,147000000.0,REAL_GOVT_PDF
LS130,130,Lok Sabha,Uttar Pradesh,DHARMENDRA YADAV (2024-2029),Elected MP,,Azamgarh,147000000.0,REAL_GOVT_PDF
LS131,131,Lok Sabha,Gujarat,DHAVAL LAXMANBHAI PATEL (2024-2029),Elected MP,,Valsad(St),147000000.0,REAL_GOVT_PDF
LS132,132,Lok Sabha,Bihar,Dileshwar Kamait (2024-2029),Elected MP,,Supaul,150450930.89,REAL_GOVT_PDF
LS133,133,Lok Sabha,Assam,Dilip Saikia (2024-2029),Elected MP,,Darrang-Udalguri,147000000.0,REAL_GOVT_PDF
LS134,134,Lok Sabha,Bihar,Dinesh Chandra Yadav (2024-2029),Elected MP,,Madhepura,150070866.11,REAL_GOVT_PDF
LS135,135,Lok Sabha,Gujarat,DINESHBHAI MAKWANA (2024-2029),Elected MP,,Ahmedabad West(Sc),160434965.11,REAL_GOVT_PDF
LS136,136,Lok Sabha,Andhra Pradesh,DR BYREDDY SHABARI (2024-2029),Elected MP,,Nandyal,150675889.11,REAL_GOVT_PDF
LS137,137,Lok Sabha,Karnataka,DR C N MANJUNATH (2024-2029),Elected MP,,Bangalore Rural,147000000.0,REAL_GOVT_PDF
LS138,138,Lok Sabha,Andhra Pradesh,Dr Chandra Sekhar Pemmasani (2024-2029),Elected MP,,Guntur,159774113.11,REAL_GOVT_PDF
LS139,139,Lok Sabha,Punjab,DR DHARAMVIRA GANDHI (2024-2029),Elected MP,,Patiala,147000000.0,REAL_GOVT_PDF
LS140,140,Lok Sabha,West Bengal,Dr Jayanta Kumar Roy (2024-2029),Elected MP,,Jalpaiguri(Sc),147000000.0,REAL_GOVT_PDF
LS141,141,Lok Sabha,Maharashtra,DR KALGE SHIVAJI BANDAPPA (2024-2029),Elected MP,,Latur(Sc),147000000.0,REAL_GOVT_PDF
LS142,142,Lok Sabha,Bihar,Dr Mohammad Jawed (2024-2029),Elected MP,,Kishanganj,148669229.11,REAL_GOVT_PDF
LS143,143,Lok Sabha,Uttar Pradesh,DR RAJKUMAR SANGWAN (2024-2029),Elected MP,,Baghpat,147000000.0,REAL_GOVT_PDF
LS144,144,Lok Sabha,Tamil Nadu,DR RANI SRI KUMAR (2024-2029),Elected MP,,Tenkasi(Sc),153060922.82,REAL_GOVT_PDF
LS145,145,Lok Sabha,Kerala,Dr Shashi Tharoor (2024-2029),Elected MP,,Thiruvananthapuram,147000000.0,REAL_GOVT_PDF
LS146,146,Lok Sabha,West Bengal,Dr Sukanta Majumdar (2024-2029),Elected MP,,Balurghat,157085364.9,REAL_GOVT_PDF
LS147,147,Lok Sabha,Gujarat,DR. HEMANG JOSHI (2024-2029),Elected MP,,Vadodara,147000000.0,REAL_GOVT_PDF
LS148,148,Lok Sabha,Maharashtra,DR. HEMANT VISHNU SAVARA (2024-2029),Elected MP,,Palghar(St),147000000.0,REAL_GOVT_PDF
LS149,149,Lok Sabha,Maharashtra,DR. KIRSAN NAMDEO (2024-2029),Elected MP,,Gadchiroli-Chimur(St),147000000.0,REAL_GOVT_PDF
LS150,150,Lok Sabha,Madhya Pradesh,DR. LATA WANKHEDE (2024-2029),Elected MP,,Sagar,147000000.0,REAL_GOVT_PDF
LS151,151,Lok Sabha,Kerala,DR. M.P ABDUSSAMAD SAMADANI (2024-2029),Elected MP,,Ponnani,170434031.11,REAL_GOVT_PDF
LS152,152,Lok Sabha,Gujarat,DR. MANSUKH MANDAVIYA (2024-2029),Elected MP,,Porbandar,147000000.0,REAL_GOVT_PDF
LS153,153,Lok Sabha,Karnataka,DR. PRABHA MALLIKARJUN (2024-2029),Elected MP,,Davanagere,147000000.0,REAL_GOVT_PDF
LS154,154,Lok Sabha,Odisha,DR. PRADEEP KUMAR PANIGRAHY (2024-2029),Elected MP,,Berhampur,147000000.0,REAL_GOVT_PDF
LS155,155,Lok Sabha,Maharashtra,DR. PRASHANT YADAORAO PADOLE (2024-2029),Elected MP,,Bhandara-Gondiya,159680283.39,REAL_GOVT_PDF
LS156,156,Lok Sabha,Punjab,DR. RAJ KUMAR CHABBEWAL (2024-2029),Elected MP,,Hoshiarpur(Sc),147000000.0,REAL_GOVT_PDF
LS157,157,Lok Sabha,Madhya Pradesh,DR. RAJESH MISHRA (2024-2029),Elected MP,,Sidhi,262724510.35,REAL_GOVT_PDF
LS158,158,Lok Sabha,Uttar Pradesh,DR. S P SINGH (2024-2029),Elected MP,,Pratapgarh,147000000.0,REAL_GOVT_PDF
LS159,159,Lok Sabha,West Bengal,DR. SHARMILA SARKAR (2024-2029),Elected MP,,Bardhaman Purba(Sc),147000000.0,REAL_GOVT_PDF
LS160,160,Lok Sabha,Karnataka,DR.K.SUDHAKAR (2024-2029),Elected MP,,Chikballapur,147000000.0,REAL_GOVT_PDF
LS161,161,Lok Sabha,Telangana,DR.MALLU RAVI (2024-2029),Elected MP,,Nagarkurnool(Sc),147000000.0,REAL_GOVT_PDF
LS162,162,Lok Sabha,Jharkhand,DULU MAHATO (2024-2029),Elected MP,,Dhanbad,147000000.0,REAL_GOVT_PDF
LS163,163,Lok Sabha,Tamil Nadu,DURAI VAIKO (2024-2029),Elected MP,,Tiruchirappalli,147000000.0,REAL_GOVT_PDF
LS164,164,Lok Sabha,Madhya Pradesh,Durga Das Uikey (2024-2029),Elected MP,,Betul(St),151569502.91,REAL_GOVT_PDF
LS165,165,Lok Sabha,Rajasthan,Dushyant Singh (2024-2029),Elected MP,,Jhalawar-Baran,147000000.0,REAL_GOVT_PDF
LS166,166,Lok Sabha,Karnataka,E. TUKARAM (2024-2029),Elected MP,,Bellary(St),147000000.0,REAL_GOVT_PDF
LS167,167,Lok Sabha,Kerala,E.T. MOHAMMED BASHEER (2024-2029),Elected MP,,Malappuram,163895872.11,REAL_GOVT_PDF
LS168,168,Lok Sabha,Telangana,EATALA RAJENDER (2024-2029),Elected MP,,Malkajgiri,327477390.86,REAL_GOVT_PDF
LS169,169,Lok Sabha,Tamil Nadu,ESWARASAMY K (2024-2029),Elected MP,,Pollachi,162315106.11,REAL_GOVT_PDF
LS170,170,Lok Sabha,Madhya Pradesh,Faggan Singh Kulaste (2024-2029),Elected MP,,Mandla(St),151861648.41,REAL_GOVT_PDF
LS171,171,Lok Sabha,Karnataka,G. KUMAR NAIK (2024-2029),Elected MP,,Raichur(St),147000000.0,REAL_GOVT_PDF
LS172,172,Lok Sabha,Maharashtra,GAIKWAD VARSHA EKNATH (2024-2029),Elected MP,,Mumbai North-Central,147000000.0,REAL_GOVT_PDF
LS173,173,Lok Sabha,Madhya Pradesh,Gajendra Singh Patel (2024-2029),Elected MP,,Khargone(St),147000000.0,REAL_GOVT_PDF
LS174,174,Lok Sabha,Rajasthan,Gajendra Singh Shekhawat (2024-2029),Elected MP,,Jodhpur,147000000.0,REAL_GOVT_PDF
LS175,175,Lok Sabha,Tamil Nadu,GANAPATHY RAJKUMAR P (2024-2029),Elected MP,,Coimbatore,147370490.11,REAL_GOVT_PDF
LS176,176,Lok Sabha,Tamil Nadu,Ganesan Selvam (2024-2029),Elected MP,,Kancheepuram(Sc),186508749.11,REAL_GOVT_PDF
LS177,177,Lok Sabha,Madhya Pradesh,Ganesh Singh (2024-2029),Elected MP,,Satna,147000000.0,REAL_GOVT_PDF
LS178,178,Lok Sabha,Assam,GAURAV GOGOI (2024-2029),Elected MP,,Jorhat,147000000.0,REAL_GOVT_PDF
LS179,179,Lok Sabha,Gujarat,GENIBEN NAGAJI THAKOR (2024-2029),Elected MP,,Banaskantha,147000000.0,REAL_GOVT_PDF
LS180,180,Lok Sabha,Bihar,Giridhari Yadav (2024-2029),Elected MP,,Banka,147000000.0,REAL_GOVT_PDF
LS181,181,Lok Sabha,Bihar,Giriraj Singh (2024-2029),Elected MP,,Begusarai,147000000.0,REAL_GOVT_PDF
LS182,182,Lok Sabha,Andhra Pradesh,GM Harish Balayogi (2024-2029),Elected MP,,Amalapuram(Sc),147000000.0,REAL_GOVT_PDF
LS183,183,Lok Sabha,Telangana,GODAM NAGESH (2024-2029),Elected MP,,Adilabad(St),147000000.0,REAL_GOVT_PDF
LS184,184,Lok Sabha,Tamil Nadu,GOPINATH K (2024-2029),Elected MP,,Krishnagiri,147000000.0,REAL_GOVT_PDF
